error,0.cx,0.cy,0.rx,0.ry,0.t,1.cx,1.cy,1.rx,1.ry,1.t,2.cx,2.cy,2.rx,2.ry,2.t
1.069517618575414,0.7319754427924579,-2.1575408875986393e-16,1.2448120381919545,0.9798569195408114,4.8268551130929626e-17,-1.5088966066610663,1.0407479831736694e-16,1.97886101672388,2.178313681735663,-3.664600361442153e-17,2.2769211638686104,1.2002706758532478e-16,2.8997542067333413,2.8817259204197674,2.976941513813048e-17
1.0772991462063355,0.6827210161034423,-2.4436245115958445e-16,1.246242157931499,1.01991268412722,5.322917747125455e-17,-1.518699045468917,1.1482480070608744e-16,1.9540465222006171,2.1753244842437023,-4.737478591567729e-17,2.3359780293654766,1.367683282358491e-16,2.9551493094105465,2.8703655380630115,3.013089060417451e-17
1.086316929526307,0.6418989784442335,-2.7172146230564123e-16,1.247833520689997,1.062955185756449,4.6790364377775293e-17,-1.5348565184725307,1.2131753698280807e-16,1.9233132040058847,2.171018963587002,-6.31543731200741e-17,2.392957540028299,1.6209608945019903e-16,3.0140437555526853,2.858334426203445,3.1503655633409524e-17
1.099714659672217,0.576745506450524,-3.037061672228871e-16,1.2148319743201939,1.041625173459877,4.624654716323207e-17,-1.5169912985129914,1.2968231926058553e-16,1.9392872767412461,2.1770699280567376,-6.376433171312979e-17,2.440245792062469,1.8669839157400356e-16,3.0702001245886428,2.861670665827361,3.249280470595418e-17
1.0799332753292474,0.6438308921536772,-3.5224518694856516e-16,1.2293193815776164,1.0752166596386994,5.359509241319245e-17,-1.5740353899073711,1.6265239130667424e-16,1.9078829449635792,2.173376801771033,-6.347316251238847e-17,2.4302044977536954,2.0501391989605733e-16,3.1127628609018188,2.8522532497135904,3.6496744452541196e-17
1.0901510190311108,0.5784352715689495,-3.912631135609959e-16,1.1963019516590536,1.0563281255105874,5.787242511489491e-17,-1.5557067624484124,1.7511459744935588e-16,1.9238621492214256,2.178997096897436,-6.156645964181786e-17,2.4772714908794646,2.309034983876724e-16,3.1683760583776617,2.855091092925683,4.01321865262045e-17
1.0883332345911942,0.5512669703023134,-4.512730146806969e-16,1.1980451485960435,1.1015988044090939,6.39765354010227e-17,-1.5792815910747933,1.9814340087000324e-16,1.8861456764724613,2.1738398137499106,-6.101723924866991e-17,2.5280146207724816,2.623450403763346e-16,3.2343287368213396,2.842277846278051,5.4365348039193235e-17
1.0935109285979594,0.53166485487333,-5.107872766486162e-16,1.200465903225981,1.1507187433942627,6.47914497616042e-17,-1.6074271024635987,2.2777332490707065e-16,1.8447367106578505,2.166979108060357,-7.232239783292033e-17,2.57576224759027,2.9213496793699045e-16,3.297715375882648,2.8284873609700556,5.614840370694619e-17
1.0996454042521275,0.47200637406109003,-5.489369480128591e-16,1.1602141265338413,1.130376017847554,6.140839938645703e-17,-1.5922637695060846,2.3835416795952894e-16,1.8593520019385534,2.1721698748614915,-7.285048719443266e-17,2.6202573954449964,3.203052274265791e-16,3.3601310443509664,2.8327866456454096,5.80729834759188e-17
1.0959530469246703,0.46351747266984067,-6.1203550131789e-16,1.162567175980827,1.1783672995378975,6.456083564294069e-17,-1.6264777609147607,2.6933861258643086e-16,1.8132610022421811,2.164747419659485,-7.816518817289686e-17,2.6629602882449217,3.5427827284216677e-16,3.426136326743686,2.8193280393081372,6.436420387023694e-17
