error,0.cx,0.cy,0.rx,0.ry,0.t,1.cx,1.cy,1.rx,1.ry,1.t,2.cx,2.cy,2.rx,2.ry,2.t
0.45887274927705635,-0.5,0.0,1.0,1.0,0.0,0.0,0.86602783203125,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0
0.4534367323061125,-0.5014644039698435,0.0003569854722637167,1.001436993579498,1.0024783540521829,-4.478763717499746e-19,-1.2994382418858557e-18,0.8653138610867226,0.9994392467977509,0.9994392485314474,-1.1561406892646996e-18,0.5014644039698435,0.00035698547226371683,0.9976593556529075,0.9987007161255923,0.0
0.44806216287535194,-0.5029024073490473,0.0007138164522966452,1.0028566197251028,1.0049308160485355,-2.6950360498812675e-9,-1.5524429507321282e-6,0.8646028712985182,0.9988826966902472,0.9988808352222109,1.3000449444102142e-17,0.5029039597919981,0.0007111442804351602,0.9953455181534345,0.9974135793880583,-1.0209838754220068e-10
0.4427485122757971,-0.504314516689165,0.0010704061053440806,1.0042591166056356,1.0073574939896908,-1.3341156123779418e-8,-4.631150372674313e-6,0.8638949694300244,0.9983303972326701,0.998324837657374,-5.984883627980226e-14,0.5043191478395378,0.0010624564958815123,0.9930581940714601,0.9961385631428925,-5.074842820736275e-10
0.4374952477515226,-0.5057012289133173,0.0014266700520782374,1.0056447171440688,1.0097585045917572,-3.698943633562489e-8,-9.209499066805903e-6,0.863190257480811,0.9977823918688747,0.9977713299946089,-4.571240776569627e-13,0.5057104384123842,0.001410904498360808,0.9907970927824445,0.9948756364054504,-1.4139290012989598e-9
0.4323018330185263,-0.5070630314687015,0.0017825263484909145,1.0070136492428923,1.0121339726899519,-7.848259547230694e-8,-0.00001526047191906155,0.862488832817396,0.9972387200959711,0.9972203830617812,-1.8445809931291236e-12,0.5070782919406207,0.0017564728653631863,0.9885619264534047,0.9936247641030568,-3.0161588601252454e-9
0.42716772877530057,-0.5084004024788387,0.00213789546344602,1.008366135996529,1.0144840306743081,-1.4245312065001255e-7,-0.00002275670639543236,0.861790788301489,0.9966994176238727,0.9966720644522962,-5.392018721743351e-12,0.5084231591852343,0.002099148266314978,0.9863524100284498,0.9923859073147373,-5.505624849931516e-9
0.4231529973135577,-0.5097138108954553,0.002492700254115664,1.0097023958916116,1.0168088179558081,-2.3332242053929224e-7,-0.000031670540837504095,0.8610962124157578,0.9961645165298443,0.9961264386181427,-1.2912584288437183e-11,0.509745481436293,0.002438919361376525,0.98416826121384,0.9911590234991846,-9.070082378831268e-9
0.41879272079983865,-0.5105900094227167,0.001982857899862737,1.0105075729518624,1.017622135081985,-5.7357046924368786e-8,-0.00001683389083792813,0.8620912581791954,0.9969283739179171,0.9969081522879316,7.335425350526536e-12,0.5106068433135548,0.001953715952191943,0.9816690928612573,0.9886770306917201,-4.51101173491018e-9
0.41447462155526704,-0.5118633896059136,0.002337386462116503,1.011817738029651,1.019908011421653,-1.8964352352497227e-7,-0.000028419108992005058,0.8614015458232581,0.9963972284463244,0.9963663159040844,7.796047266402102e-14,0.5118918087149057,0.002288899745875419,0.9795291606986883,0.9874706103381551,-1.42145488563349e-8
0.4105908429150472,-0.5127175885498909,0.001837842151454472,1.0126056715198213,1.020705890980654,4.856212024595364e-8,-0.000010163409867145988,0.8623704884897829,0.9971410749943941,0.9971275714082827,2.0337240834226438e-11,0.5127277519597582,0.0018195013900126832,0.9770753727370745,0.985035439352863,1.0999124081286593e-10
0.4060094676176244,-0.5139522916464475,0.002191869281090109,1.013890374213762,1.0229531787448072,-1.3124117374061284e-7,-0.00002432348934696642,0.8616858811544685,0.9966138777388156,0.9965897071971683,1.4380056935298687e-11,0.5139766151357946,0.0021500815956914773,0.9749787196037388,0.9838493220271408,-1.6863983310130737e-8
0.4025583074664921,-0.5147851704216001,0.0017024414953232757,1.0146615198227724,1.0237358670134873,1.748815932102109e-7,-2.907207711198106e-6,0.862629566310868,0.9973383511627179,0.9973311762489996,3.301600861171556e-11,0.5147880776293114,0.0016958242250588564,0.9725694264503846,0.9814600287146502,8.33868071288552e-9
0.3977765403189866,-0.5159824986940389,0.0020557543610922203,1.015921366478257,1.0259449171149635,-5.801821840520683e-8,-0.000019545751384926074,0.8619502867995943,0.9968152796469275,0.9967974529160836,2.927106041252355e-11,0.516002044445424,0.002021790870563575,0.9705151348894054,0.98029403870077,-1.6858275652900665e-8
0.3945495286923081,-0.517158563157279,0.0024080934389797315,1.017166252551414,1.0281295863348907,-3.36070287168793e-7,-0.000037424469569690456,0.8612749260963952,0.9962967953240566,0.996266763185661,1.775162016363693e-11,0.5171959876268488,0.0023448124958751174,0.9684844819418242,0.9791396808073467,-4.5378876762837143e-8
0.38998791842149066,-0.5179637446723505,0.0019324376264693232,1.0179158203208079,1.0288927579563767,1.0634534825450239e-7,-0.000011569026627580387,0.8621842287188113,0.9969927905970475,0.9969813482272288,4.9491340114410795e-11,0.5179753136989782,0.00191116568596942,0.9661351177622134,0.9768136041367936,-5.816610644223799e-9
0.3865806380903191,-0.5191043242655412,0.002283744823287424,1.0191367043244222,1.0310397435714358,-2.3390903355789427e-7,-0.00003178037933536524,0.8615145215305047,0.9964786703783951,0.9964550471804526,4.107506133099371e-11,0.5191361046448767,0.0022295656774579836,0.9641455170146387,0.9756791174332824,-4.3790594837126534e-8
0.3823598086811963,-0.5198897122330707,0.0018177623133156114,1.019870502858527,1.0317883101316245,2.884518283436518e-7,-3.3322234116640717e-6,0.8624005049734688,0.9971568213826748,0.9971513811405318,6.866383496143037e-11,0.5198930444564824,0.0018095647444656836,0.9618385455543113,0.9733966514756003,8.610944516150934e-9
0.3788044258438524,-0.5209959955475864,0.002167854000415176,1.0210679344421871,1.033898022214433,-1.1817594256602311e-7,-0.000025780955892589838,0.8617366309061747,0.9966472076855346,0.9966296051078289,6.418495069056236e-11,0.5210217765034791,0.002123347124660183,0.9598891272193392,0.9722818279925425,-3.942408348529599e-8
0.37488866012035155,-0.5217621904671113,0.0017113586423945957,1.0217863691183628,1.0346322408568172,4.865089650822295e-7,5.053943562036695e-6,0.8626000350067431,0.9973080734699707,0.9973082728190032,8.658126121364355e-11,0.5217571365235494,0.0017164383821123483,0.9576237167089846,0.9700420855687024,2.6178631056502667e-8
0.371215359081021,-0.5228353230798432,0.002060061903368522,1.022960877515555,1.036705106941292,9.83241675669853e-9,-0.00001953789092710967,0.8619421581800923,0.9968030962625378,0.9967911465300592,8.676258074637017e-11,0.5228548609707704,0.0020256119477891203,0.9557136300675969,0.9689467076975514,-3.241286535369967e-8
